timestamp,user,role,ip,status,reason,hour,weekday,risk_score,risk_level
2025-11-21 12:20:11,admin,admin,192.168.1.10,SUCCESS,ok,12,4,20,low
2025-11-23 05:54:11,alice,user,10.0.0.5,SUCCESS,ok,5,6,0,low
2025-11-22 20:56:11,admin,admin,10.0.0.6,SUCCESS,ok,20,5,20,low
2025-11-17 16:46:11,bob,user,10.0.0.5,SUCCESS,ok,16,0,0,low
2025-11-19 06:40:11,alice,user,192.168.1.12,SUCCESS,ok,6,2,0,low
2025-11-18 19:04:11,bob,user,192.168.1.11,SUCCESS,ok,19,1,0,low
2025-11-23 01:10:11,alice,user,10.0.0.5,SUCCESS,ok,1,6,25,low
2025-11-19 12:24:11,bob,user,10.0.0.6,SUCCESS,ok,12,2,0,low
2025-11-22 02:34:11,admin,admin,10.0.0.5,SUCCESS,ok,2,5,20,low
2025-11-23 00:26:11,charlie,user,192.168.1.12,SUCCESS,ok,0,6,25,low
2025-11-24 08:22:11,alice,user,192.168.1.12,SUCCESS,ok,8,0,0,low
2025-11-21 07:03:11,alice,user,10.0.0.6,SUCCESS,ok,7,4,0,low
2025-11-20 03:17:11,alice,user,10.0.0.6,SUCCESS,ok,3,3,0,low
2025-11-20 02:25:11,charlie,user,10.0.0.5,SUCCESS,ok,2,3,0,low
2025-11-23 12:52:11,charlie,user,10.0.0.5,SUCCESS,ok,12,6,0,low
2025-11-20 15:53:11,charlie,user,192.168.1.10,SUCCESS,ok,15,3,0,low
2025-11-19 03:54:11,charlie,user,10.0.0.6,SUCCESS,ok,3,2,0,low
2025-11-23 00:53:11,bob,user,192.168.1.12,SUCCESS,ok,0,6,25,low
2025-11-17 12:19:11,charlie,user,192.168.1.12,SUCCESS,ok,12,0,0,low
2025-11-18 07:53:11,admin,admin,192.168.1.11,SUCCESS,ok,7,1,20,low
2025-11-23 03:51:11,charlie,user,192.168.1.11,SUCCESS,ok,3,6,0,low
2025-11-19 19:29:11,alice,user,51.89.23.14,SUCCESS,ok,19,2,0,low
2025-11-22 15:48:11,alice,user,10.0.0.6,SUCCESS,ok,15,5,0,low
2025-11-23 18:40:11,bob,user,192.168.1.11,FAIL,unknown_user,18,6,20,low
2025-11-21 18:39:11,admin,admin,10.0.0.5,SUCCESS,ok,18,4,20,low
2025-11-24 11:43:11,admin,admin,10.0.0.6,SUCCESS,ok,11,0,20,low
2025-11-20 21:02:11,charlie,user,192.168.1.10,SUCCESS,ok,21,3,25,low
2025-11-21 06:08:11,charlie,user,10.0.0.6,SUCCESS,ok,6,4,0,low
2025-11-24 19:17:11,admin,admin,10.0.0.5,SUCCESS,ok,19,0,20,low
2025-11-21 14:43:11,charlie,user,192.168.1.11,SUCCESS,ok,14,4,0,low
2025-11-22 22:10:11,admin,admin,51.89.23.14,SUCCESS,ok,22,5,45,medium
2025-11-16 22:31:11,bob,user,192.168.1.10,SUCCESS,ok,22,6,25,low
2025-11-18 11:16:11,alice,user,10.0.0.5,SUCCESS,ok,11,1,0,low
2025-11-22 07:07:11,admin,admin,203.0.113.10,SUCCESS,ok,7,5,20,low
2025-11-19 17:04:11,alice,user,51.89.23.14,SUCCESS,ok,17,2,0,low
2025-11-21 22:21:11,alice,user,192.168.1.11,SUCCESS,ok,22,4,25,low
2025-11-20 08:25:11,alice,user,51.89.23.14,SUCCESS,ok,8,3,0,low
2025-11-17 15:08:11,alice,user,192.168.1.11,SUCCESS,ok,15,0,0,low
2025-11-18 12:08:11,admin,admin,10.0.0.6,SUCCESS,ok,12,1,20,low
2025-11-21 17:26:11,alice,user,10.0.0.6,SUCCESS,ok,17,4,0,low
2025-11-17 07:00:11,admin,admin,192.168.1.10,SUCCESS,ok,7,0,20,low
2025-11-22 20:20:11,charlie,user,10.0.0.6,SUCCESS,ok,20,5,0,low
2025-11-23 21:57:11,alice,user,10.0.0.6,SUCCESS,ok,21,6,0,low
2025-11-18 09:24:11,admin,admin,192.168.1.12,FAIL,bad_password,9,1,20,low
2025-11-22 23:14:11,admin,admin,51.89.23.14,SUCCESS,ok,23,5,45,medium
2025-11-21 20:08:11,alice,user,192.168.1.11,SUCCESS,ok,20,4,0,low
2025-11-22 00:35:11,charlie,user,192.168.1.11,SUCCESS,ok,0,5,25,low
2025-11-22 02:50:11,admin,admin,192.168.1.10,SUCCESS,ok,2,5,20,low
2025-11-24 04:01:11,admin,admin,192.168.1.11,SUCCESS,ok,4,0,20,low
2025-11-23 01:23:11,alice,user,51.89.23.14,FAIL,bad_password,1,6,35,low
2025-11-19 14:36:11,admin,admin,192.168.1.12,SUCCESS,ok,14,2,20,low
2025-11-24 21:13:11,bob,user,192.168.1.11,SUCCESS,ok,21,0,25,low
2025-11-24 16:11:11,alice,user,203.0.113.10,SUCCESS,ok,16,0,0,low
2025-11-21 22:37:11,alice,user,192.168.1.11,FAIL,bad_password,22,4,25,low
2025-11-21 21:10:11,charlie,user,10.0.0.5,SUCCESS,ok,21,4,25,low
2025-11-17 03:21:11,admin,admin,10.0.0.5,FAIL,bad_password,3,0,20,low
2025-11-18 07:27:11,charlie,user,192.168.1.12,SUCCESS,ok,7,1,0,low
2025-11-22 18:50:11,bob,user,192.168.1.12,SUCCESS,ok,18,5,0,low
2025-11-24 05:32:11,admin,admin,203.0.113.10,SUCCESS,ok,5,0,20,low
2025-11-20 13:08:11,admin,admin,192.168.1.11,SUCCESS,ok,13,3,20,low
2025-11-22 12:54:11,charlie,user,192.168.1.12,SUCCESS,ok,12,5,0,low
2025-11-21 07:34:11,bob,user,10.0.0.6,SUCCESS,ok,7,4,0,low
2025-11-18 12:13:11,admin,admin,203.0.113.10,SUCCESS,ok,12,1,20,low
2025-11-24 21:31:11,alice,user,192.168.1.12,SUCCESS,ok,21,0,0,low
2025-11-24 04:53:11,alice,user,192.168.1.11,FAIL,unknown_user,4,0,0,low
2025-11-20 11:25:11,alice,user,192.168.1.11,SUCCESS,ok,11,3,0,low
2025-11-24 20:09:11,alice,user,10.0.0.5,SUCCESS,ok,20,0,0,low
2025-11-19 12:55:11,charlie,user,192.168.1.12,SUCCESS,ok,12,2,0,low
2025-11-19 03:11:11,admin,admin,198.51.100.3,SUCCESS,ok,3,2,20,low
2025-11-21 07:37:11,charlie,user,8.8.8.8,SUCCESS,ok,7,4,0,low
2025-11-22 09:19:11,alice,user,192.168.1.11,SUCCESS,ok,9,5,0,low
2025-11-23 20:26:11,admin,admin,192.168.1.11,SUCCESS,ok,20,6,20,low
2025-11-24 15:56:11,admin,admin,8.8.8.8,FAIL,bad_password,15,0,30,low
2025-11-23 01:12:11,bob,user,192.168.1.12,SUCCESS,ok,1,6,25,low
2025-11-20 07:47:11,admin,admin,192.168.1.11,SUCCESS,ok,7,3,20,low
2025-11-21 12:00:11,admin,admin,192.168.1.12,SUCCESS,ok,12,4,20,low
2025-11-17 07:52:11,bob,user,51.89.23.14,SUCCESS,ok,7,0,0,low
2025-11-17 05:33:11,bob,user,192.168.1.11,SUCCESS,ok,5,0,0,low
2025-11-22 09:22:11,charlie,user,10.0.0.6,SUCCESS,ok,9,5,0,low
2025-11-24 19:42:11,bob,user,10.0.0.6,SUCCESS,ok,19,0,0,low
2025-11-18 06:53:11,charlie,user,10.0.0.5,SUCCESS,ok,6,1,0,low
2025-11-17 01:17:11,charlie,user,8.8.8.8,SUCCESS,ok,1,0,0,low
2025-11-18 16:27:11,admin,admin,10.0.0.5,FAIL,bad_password,16,1,20,low
2025-11-21 17:40:11,alice,user,192.168.1.12,SUCCESS,ok,17,4,0,low
2025-11-22 15:51:11,admin,admin,51.89.23.14,SUCCESS,ok,15,5,20,low
2025-11-19 15:45:11,alice,user,10.0.0.5,SUCCESS,ok,15,2,0,low
2025-11-18 07:47:11,alice,user,192.168.1.12,SUCCESS,ok,7,1,0,low
2025-11-23 22:49:11,admin,admin,10.0.0.6,SUCCESS,ok,22,6,45,medium
2025-11-23 16:30:11,admin,admin,192.168.1.11,FAIL,bad_password,16,6,20,low
2025-11-17 16:47:11,charlie,user,8.8.8.8,SUCCESS,ok,16,0,0,low
2025-11-22 03:58:11,admin,admin,192.168.1.11,SUCCESS,ok,3,5,20,low
2025-11-17 04:46:11,bob,user,192.168.1.11,SUCCESS,ok,4,0,0,low
2025-11-24 12:05:11,charlie,user,10.0.0.5,SUCCESS,ok,12,0,0,low
2025-11-23 14:57:11,admin,admin,10.0.0.5,SUCCESS,ok,14,6,20,low
2025-11-17 04:06:11,bob,user,10.0.0.6,SUCCESS,ok,4,0,0,low
2025-11-24 05:19:11,bob,user,192.168.1.11,SUCCESS,ok,5,0,0,low
2025-11-17 16:45:11,alice,user,10.0.0.5,SUCCESS,ok,16,0,0,low
2025-11-20 04:52:11,charlie,user,198.51.100.3,SUCCESS,ok,4,3,0,low
2025-11-17 13:08:11,charlie,user,10.0.0.5,FAIL,bad_password,13,0,0,low
2025-11-22 05:27:11,alice,user,10.0.0.5,SUCCESS,ok,5,5,0,low
2025-11-23 19:07:11,admin,admin,192.168.1.11,SUCCESS,ok,19,6,20,low
2025-11-21 05:55:11,charlie,user,10.0.0.5,SUCCESS,ok,5,4,0,low
2025-11-19 22:38:11,admin,admin,192.168.1.10,SUCCESS,ok,22,2,45,medium
2025-11-20 05:28:11,admin,admin,1.1.1.1,SUCCESS,ok,5,3,20,low
2025-11-23 23:10:11,admin,admin,198.51.100.3,SUCCESS,ok,23,6,45,medium
2025-11-21 12:30:11,bob,user,51.89.23.14,SUCCESS,ok,12,4,0,low
2025-11-18 21:09:11,alice,user,192.168.1.10,FAIL,unknown_user,21,1,0,low
2025-11-19 01:10:11,admin,admin,51.89.23.14,SUCCESS,ok,1,2,45,medium
2025-11-23 21:42:11,admin,admin,10.0.0.5,SUCCESS,ok,21,6,20,low
2025-11-19 02:17:11,charlie,user,192.168.1.10,SUCCESS,ok,2,2,0,low
2025-11-24 09:22:11,alice,user,192.168.1.12,SUCCESS,ok,9,0,0,low
2025-11-24 21:35:11,alice,user,51.89.23.14,SUCCESS,ok,21,0,0,low
2025-11-17 00:58:11,admin,admin,10.0.0.6,SUCCESS,ok,0,0,45,medium
2025-11-17 02:08:11,bob,user,198.51.100.3,SUCCESS,ok,2,0,0,low
2025-11-19 21:56:11,admin,admin,192.168.1.10,SUCCESS,ok,21,2,20,low
2025-11-23 08:55:11,charlie,user,192.168.1.11,SUCCESS,ok,8,6,0,low
2025-11-17 18:39:11,charlie,user,192.168.1.12,SUCCESS,ok,18,0,0,low
2025-11-17 15:08:11,charlie,user,10.0.0.6,SUCCESS,ok,15,0,0,low
2025-11-21 23:08:11,admin,admin,192.168.1.11,SUCCESS,ok,23,4,45,medium
2025-11-20 16:10:11,charlie,user,10.0.0.5,SUCCESS,ok,16,3,0,low
2025-11-22 01:28:11,alice,user,10.0.0.6,SUCCESS,ok,1,5,25,low
2025-11-18 14:50:11,alice,user,192.168.1.11,SUCCESS,ok,14,1,0,low
2025-11-21 23:22:11,charlie,user,10.0.0.5,SUCCESS,ok,23,4,25,low
2025-11-20 01:34:11,alice,user,192.168.1.12,SUCCESS,ok,1,3,25,low
2025-11-19 17:55:11,bob,user,10.0.0.5,SUCCESS,ok,17,2,0,low
2025-11-19 20:20:11,alice,user,192.168.1.10,SUCCESS,ok,20,2,0,low
2025-11-17 13:57:11,charlie,user,192.168.1.11,SUCCESS,ok,13,0,0,low
2025-11-17 05:22:11,admin,admin,10.0.0.5,SUCCESS,ok,5,0,20,low
2025-11-21 06:12:11,alice,user,8.8.8.8,SUCCESS,ok,6,4,0,low
2025-11-23 07:08:11,charlie,user,203.0.113.10,FAIL,bad_password,7,6,10,low
2025-11-21 12:59:11,bob,user,1.1.1.1,SUCCESS,ok,12,4,0,low
2025-11-23 09:44:11,admin,admin,1.1.1.1,SUCCESS,ok,9,6,20,low
2025-11-19 20:01:11,admin,admin,192.168.1.10,SUCCESS,ok,20,2,20,low
2025-11-20 20:26:11,charlie,user,192.168.1.11,SUCCESS,ok,20,3,0,low
2025-11-23 14:46:11,admin,admin,192.168.1.11,SUCCESS,ok,14,6,20,low
2025-11-17 01:25:11,bob,user,192.168.1.12,SUCCESS,ok,1,0,25,low
2025-11-18 18:43:11,bob,user,192.168.1.11,SUCCESS,ok,18,1,0,low
2025-11-17 00:27:11,charlie,user,10.0.0.6,SUCCESS,ok,0,0,25,low
2025-11-19 12:14:11,charlie,user,192.168.1.12,SUCCESS,ok,12,2,0,low
2025-11-17 02:36:11,alice,user,192.168.1.11,SUCCESS,ok,2,0,0,low
2025-11-19 01:38:11,bob,user,203.0.113.10,SUCCESS,ok,1,2,25,low
2025-11-23 12:45:11,alice,user,10.0.0.5,SUCCESS,ok,12,6,0,low
2025-11-21 23:04:11,charlie,user,192.168.1.11,SUCCESS,ok,23,4,25,low
2025-11-24 07:51:11,admin,admin,192.168.1.10,SUCCESS,ok,7,0,20,low
2025-11-23 16:50:11,admin,admin,192.168.1.10,FAIL,bad_password,16,6,20,low
2025-11-22 09:32:11,admin,admin,10.0.0.6,SUCCESS,ok,9,5,20,low
2025-11-23 17:01:11,charlie,user,10.0.0.6,SUCCESS,ok,17,6,0,low
2025-11-23 20:19:11,admin,admin,192.168.1.10,SUCCESS,ok,20,6,20,low
2025-11-23 17:15:11,alice,user,203.0.113.10,SUCCESS,ok,17,6,0,low
2025-11-19 04:54:11,charlie,user,198.51.100.3,SUCCESS,ok,4,2,0,low
2025-11-17 15:37:11,charlie,user,203.0.113.10,SUCCESS,ok,15,0,0,low
2025-11-23 15:48:11,charlie,user,10.0.0.5,SUCCESS,ok,15,6,0,low
2025-11-20 21:17:11,alice,user,192.168.1.12,SUCCESS,ok,21,3,0,low
2025-11-21 17:23:11,alice,user,192.168.1.12,SUCCESS,ok,17,4,0,low
2025-11-21 00:41:11,bob,user,10.0.0.6,SUCCESS,ok,0,4,25,low
2025-11-21 19:08:11,bob,user,192.168.1.10,SUCCESS,ok,19,4,0,low
2025-11-17 16:38:11,alice,user,192.168.1.11,SUCCESS,ok,16,0,0,low
2025-11-23 09:11:11,admin,admin,51.89.23.14,SUCCESS,ok,9,6,20,low
2025-11-21 18:02:11,admin,admin,192.168.1.11,SUCCESS,ok,18,4,20,low
2025-11-22 20:35:11,admin,admin,192.168.1.11,SUCCESS,ok,20,5,20,low
2025-11-19 20:30:11,alice,user,192.168.1.11,SUCCESS,ok,20,2,0,low
2025-11-23 05:13:11,charlie,user,192.168.1.11,FAIL,unknown_user,5,6,0,low
2025-11-24 20:18:11,admin,admin,192.168.1.11,SUCCESS,ok,20,0,20,low
2025-11-18 23:51:11,alice,user,10.0.0.5,SUCCESS,ok,23,1,25,low
2025-11-22 21:53:11,admin,admin,192.168.1.10,SUCCESS,ok,21,5,20,low
2025-11-17 09:43:11,admin,admin,192.168.1.10,SUCCESS,ok,9,0,20,low
2025-11-17 14:06:11,charlie,user,192.168.1.10,SUCCESS,ok,14,0,0,low
2025-11-19 13:40:11,alice,user,192.168.1.10,SUCCESS,ok,13,2,0,low
2025-11-22 12:28:11,alice,user,8.8.8.8,SUCCESS,ok,12,5,0,low
2025-11-21 00:32:11,charlie,user,192.168.1.12,SUCCESS,ok,0,4,25,low
2025-11-22 06:55:11,admin,admin,10.0.0.5,SUCCESS,ok,6,5,20,low
2025-11-19 10:44:11,charlie,user,192.168.1.11,SUCCESS,ok,10,2,0,low
2025-11-21 08:25:11,bob,user,10.0.0.6,SUCCESS,ok,8,4,0,low
2025-11-23 12:07:11,bob,user,1.1.1.1,SUCCESS,ok,12,6,0,low
2025-11-24 14:09:11,admin,admin,192.168.1.10,SUCCESS,ok,14,0,20,low
2025-11-21 04:09:11,bob,user,192.168.1.10,SUCCESS,ok,4,4,0,low
2025-11-17 14:42:11,admin,admin,198.51.100.3,FAIL,unknown_user,14,0,30,low
2025-11-24 17:17:11,admin,admin,192.168.1.11,SUCCESS,ok,17,0,20,low
2025-11-18 22:14:11,alice,user,1.1.1.1,SUCCESS,ok,22,1,25,low
2025-11-18 00:35:11,bob,user,1.1.1.1,SUCCESS,ok,0,1,25,low
2025-11-24 14:24:11,alice,user,192.168.1.11,SUCCESS,ok,14,0,0,low
2025-11-17 06:36:11,bob,user,10.0.0.6,SUCCESS,ok,6,0,0,low
2025-11-24 17:16:11,admin,admin,51.89.23.14,SUCCESS,ok,17,0,20,low
2025-11-23 01:26:11,bob,user,192.168.1.10,SUCCESS,ok,1,6,25,low
2025-11-21 20:59:11,admin,admin,192.168.1.10,SUCCESS,ok,20,4,20,low
2025-11-22 03:59:11,bob,user,192.168.1.10,SUCCESS,ok,3,5,0,low
2025-11-24 10:36:11,admin,admin,192.168.1.10,SUCCESS,ok,10,0,20,low
2025-11-20 11:58:11,bob,user,192.168.1.12,SUCCESS,ok,11,3,0,low
2025-11-18 03:05:11,bob,user,192.168.1.12,SUCCESS,ok,3,1,0,low
2025-11-16 23:03:11,charlie,user,192.168.1.11,SUCCESS,ok,23,6,25,low
2025-11-19 20:13:11,alice,user,192.168.1.10,SUCCESS,ok,20,2,0,low
2025-11-17 00:14:11,admin,admin,192.168.1.10,FAIL,bad_password,0,0,45,medium
2025-11-18 02:58:11,alice,user,192.168.1.11,SUCCESS,ok,2,1,0,low
2025-11-17 21:11:11,bob,user,192.168.1.11,FAIL,unknown_user,21,0,45,medium
2025-11-22 11:48:11,bob,user,192.168.1.11,SUCCESS,ok,11,5,0,low
2025-11-19 06:23:11,charlie,user,192.168.1.12,FAIL,unknown_user,6,2,0,low
2025-11-22 17:49:11,bob,user,192.168.1.10,SUCCESS,ok,17,5,0,low
2025-11-24 19:27:11,alice,user,10.0.0.5,SUCCESS,ok,19,0,0,low
2025-11-19 14:12:11,bob,user,192.168.1.10,FAIL,bad_password,14,2,20,low
2025-11-21 21:55:11,admin,admin,10.0.0.6,SUCCESS,ok,21,4,20,low
2025-11-19 14:48:11,admin,admin,1.1.1.1,FAIL,bad_password,14,2,30,low
2025-11-17 12:07:11,alice,user,10.0.0.6,SUCCESS,ok,12,0,0,low
2025-11-21 11:27:11,charlie,user,192.168.1.12,SUCCESS,ok,11,4,0,low
2025-11-20 20:40:11,bob,user,10.0.0.6,SUCCESS,ok,20,3,0,low
2025-11-19 22:15:11,bob,user,1.1.1.1,SUCCESS,ok,22,2,25,low
2025-11-17 17:10:11,alice,user,203.0.113.10,FAIL,unknown_user,17,0,10,low
2025-11-22 08:41:11,bob,user,192.168.1.12,FAIL,unknown_user,8,5,20,low
2025-11-23 07:52:11,bob,user,10.0.0.6,SUCCESS,ok,7,6,0,low
2025-11-23 16:19:11,admin,admin,192.168.1.10,FAIL,unknown_user,16,6,20,low
2025-11-18 02:03:11,charlie,user,192.168.1.10,SUCCESS,ok,2,1,0,low
2025-11-20 00:48:11,charlie,user,10.0.0.6,SUCCESS,ok,0,3,25,low
2025-11-21 09:01:11,charlie,user,51.89.23.14,SUCCESS,ok,9,4,0,low
2025-11-17 18:59:11,bob,user,198.51.100.3,SUCCESS,ok,18,0,0,low
2025-11-21 14:43:11,admin,admin,192.168.1.10,SUCCESS,ok,14,4,20,low
2025-11-22 06:31:11,bob,user,10.0.0.6,FAIL,unknown_user,6,5,20,low
2025-11-24 06:29:11,bob,user,192.168.1.11,SUCCESS,ok,6,0,0,low
2025-11-24 05:41:11,admin,admin,192.168.1.10,SUCCESS,ok,5,0,20,low
2025-11-22 11:54:11,alice,user,10.0.0.5,SUCCESS,ok,11,5,0,low
2025-11-23 01:32:11,charlie,user,192.168.1.12,SUCCESS,ok,1,6,0,low
2025-11-23 10:18:11,alice,user,192.168.1.12,SUCCESS,ok,10,6,0,low
2025-11-19 10:06:11,admin,admin,10.0.0.6,SUCCESS,ok,10,2,20,low
2025-11-17 00:18:11,charlie,user,1.1.1.1,SUCCESS,ok,0,0,25,low
2025-11-18 14:42:11,admin,admin,198.51.100.3,FAIL,bad_password,14,1,30,low
2025-11-21 09:28:11,alice,user,192.168.1.12,SUCCESS,ok,9,4,0,low
2025-11-23 09:33:11,bob,user,192.168.1.12,SUCCESS,ok,9,6,0,low
2025-11-19 20:51:11,bob,user,192.168.1.12,SUCCESS,ok,20,2,0,low
2025-11-17 20:02:11,bob,user,10.0.0.6,SUCCESS,ok,20,0,0,low
2025-11-21 00:43:11,alice,user,192.168.1.10,SUCCESS,ok,0,4,25,low
2025-11-22 15:05:11,admin,admin,10.0.0.5,FAIL,bad_password,15,5,20,low
2025-11-23 03:57:11,charlie,user,10.0.0.5,SUCCESS,ok,3,6,0,low
2025-11-21 02:18:11,alice,user,192.168.1.11,FAIL,bad_password,2,4,0,low
2025-11-19 01:26:11,charlie,user,192.168.1.12,FAIL,bad_password,1,2,0,low
2025-11-18 23:06:11,alice,user,192.168.1.12,SUCCESS,ok,23,1,25,low
2025-11-24 13:26:11,alice,user,10.0.0.6,SUCCESS,ok,13,0,0,low
2025-11-20 13:55:11,alice,user,10.0.0.5,SUCCESS,ok,13,3,0,low
2025-11-20 21:58:11,bob,user,198.51.100.3,FAIL,bad_password,21,3,55,medium
2025-11-20 19:34:11,charlie,user,10.0.0.5,SUCCESS,ok,19,3,0,low
2025-11-22 23:36:11,admin,admin,192.168.1.10,SUCCESS,ok,23,5,45,medium
2025-11-21 11:37:11,charlie,user,8.8.8.8,SUCCESS,ok,11,4,0,low
2025-11-22 03:48:11,admin,admin,192.168.1.12,SUCCESS,ok,3,5,20,low
2025-11-21 18:29:11,bob,user,10.0.0.5,SUCCESS,ok,18,4,0,low
2025-11-23 11:58:11,charlie,user,10.0.0.5,SUCCESS,ok,11,6,0,low
2025-11-20 09:54:11,bob,user,10.0.0.6,SUCCESS,ok,9,3,0,low
2025-11-18 04:41:11,bob,user,192.168.1.12,SUCCESS,ok,4,1,0,low
2025-11-19 00:31:11,charlie,user,10.0.0.6,SUCCESS,ok,0,2,25,low
2025-11-23 16:59:11,charlie,user,198.51.100.3,SUCCESS,ok,16,6,0,low
2025-11-23 10:54:11,alice,user,10.0.0.5,SUCCESS,ok,10,6,0,low
2025-11-22 12:08:11,alice,user,192.168.1.10,SUCCESS,ok,12,5,0,low
2025-11-20 12:38:11,alice,user,10.0.0.6,SUCCESS,ok,12,3,0,low
2025-11-18 23:24:11,bob,user,192.168.1.12,FAIL,bad_password,23,1,45,medium
2025-11-20 21:02:11,alice,user,192.168.1.12,SUCCESS,ok,21,3,0,low
2025-11-17 07:26:11,alice,user,192.168.1.12,SUCCESS,ok,7,0,0,low
2025-11-20 02:55:11,bob,user,198.51.100.3,SUCCESS,ok,2,3,0,low
2025-11-18 07:04:11,bob,user,192.168.1.10,SUCCESS,ok,7,1,0,low
2025-11-21 13:19:11,alice,user,10.0.0.5,SUCCESS,ok,13,4,0,low
2025-11-19 10:50:11,admin,admin,192.168.1.12,SUCCESS,ok,10,2,20,low
2025-11-19 16:22:11,charlie,user,10.0.0.5,SUCCESS,ok,16,2,0,low
2025-11-17 14:57:11,admin,admin,10.0.0.6,FAIL,unknown_user,14,0,20,low
2025-11-23 23:13:11,alice,user,10.0.0.5,SUCCESS,ok,23,6,25,low
2025-11-18 05:18:11,charlie,user,192.168.1.12,SUCCESS,ok,5,1,0,low
2025-11-17 09:47:11,bob,user,10.0.0.5,SUCCESS,ok,9,0,0,low
2025-11-18 07:27:11,admin,admin,10.0.0.5,SUCCESS,ok,7,1,20,low
2025-11-21 09:27:11,bob,user,192.168.1.12,SUCCESS,ok,9,4,0,low
2025-11-21 08:06:11,bob,user,10.0.0.6,SUCCESS,ok,8,4,0,low
2025-11-21 06:10:11,alice,user,192.168.1.11,SUCCESS,ok,6,4,0,low
2025-11-23 02:04:11,admin,admin,192.168.1.12,SUCCESS,ok,2,6,20,low
2025-11-21 15:03:11,bob,user,203.0.113.10,SUCCESS,ok,15,4,0,low
2025-11-22 11:52:11,bob,user,10.0.0.6,SUCCESS,ok,11,5,0,low
2025-11-19 14:04:11,alice,user,10.0.0.5,SUCCESS,ok,14,2,0,low
2025-11-18 11:16:11,bob,user,1.1.1.1,SUCCESS,ok,11,1,0,low
2025-11-18 16:16:11,charlie,user,51.89.23.14,FAIL,unknown_user,16,1,10,low
2025-11-19 13:16:11,bob,user,192.168.1.11,SUCCESS,ok,13,2,0,low
2025-11-17 20:33:11,alice,user,192.168.1.12,SUCCESS,ok,20,0,0,low
2025-11-20 03:18:11,alice,user,10.0.0.5,SUCCESS,ok,3,3,0,low
2025-11-20 02:30:11,alice,user,10.0.0.5,SUCCESS,ok,2,3,0,low
2025-11-22 10:05:11,bob,user,192.168.1.12,SUCCESS,ok,10,5,0,low
2025-11-24 02:29:11,bob,user,10.0.0.6,SUCCESS,ok,2,0,0,low
2025-11-19 10:05:11,bob,user,10.0.0.6,SUCCESS,ok,10,2,0,low
2025-11-21 11:44:11,alice,user,10.0.0.6,SUCCESS,ok,11,4,0,low
2025-11-23 01:22:11,admin,admin,10.0.0.5,SUCCESS,ok,1,6,45,medium
2025-11-22 01:44:11,charlie,user,192.168.1.10,SUCCESS,ok,1,5,0,low
2025-11-19 04:42:11,bob,user,192.168.1.11,SUCCESS,ok,4,2,0,low
2025-11-19 03:50:11,bob,user,192.168.1.11,SUCCESS,ok,3,2,0,low
2025-11-19 07:23:11,bob,user,51.89.23.14,SUCCESS,ok,7,2,0,low
2025-11-23 01:51:11,bob,user,10.0.0.5,SUCCESS,ok,1,6,25,low
2025-11-17 06:55:11,bob,user,192.168.1.12,SUCCESS,ok,6,0,0,low
2025-11-18 04:34:11,charlie,user,10.0.0.5,SUCCESS,ok,4,1,0,low
2025-11-23 21:08:11,admin,admin,10.0.0.5,SUCCESS,ok,21,6,20,low
2025-11-24 11:49:11,alice,user,192.168.1.10,FAIL,bad_password,11,0,0,low
2025-11-18 01:01:11,admin,admin,192.168.1.11,SUCCESS,ok,1,1,45,medium
2025-11-21 12:01:11,admin,admin,192.168.1.11,SUCCESS,ok,12,4,20,low
2025-11-19 16:57:11,alice,user,10.0.0.6,SUCCESS,ok,16,2,0,low
2025-11-23 07:56:11,alice,user,10.0.0.5,SUCCESS,ok,7,6,0,low
2025-11-20 20:49:11,bob,user,1.1.1.1,SUCCESS,ok,20,3,0,low
2025-11-23 04:12:11,admin,admin,192.168.1.12,FAIL,bad_password,4,6,20,low
2025-11-24 12:33:11,bob,user,10.0.0.6,SUCCESS,ok,12,0,0,low
2025-11-17 14:05:11,bob,user,10.0.0.6,FAIL,bad_password,14,0,20,low
2025-11-23 19:09:11,admin,admin,10.0.0.6,SUCCESS,ok,19,6,20,low
2025-11-19 05:15:11,admin,admin,192.168.1.11,SUCCESS,ok,5,2,20,low
2025-11-23 19:45:11,charlie,user,203.0.113.10,SUCCESS,ok,19,6,0,low
2025-11-23 20:23:11,admin,admin,192.168.1.10,FAIL,bad_password,20,6,20,low
2025-11-22 23:00:11,bob,user,192.168.1.11,SUCCESS,ok,23,5,25,low
2025-11-20 21:08:11,alice,user,192.168.1.12,SUCCESS,ok,21,3,0,low
2025-11-20 09:40:11,alice,user,192.168.1.12,SUCCESS,ok,9,3,0,low
2025-11-18 23:27:11,admin,admin,192.168.1.12,SUCCESS,ok,23,1,45,medium
2025-11-23 23:01:11,bob,user,192.168.1.10,SUCCESS,ok,23,6,25,low
2025-11-22 14:17:11,alice,user,192.168.1.11,SUCCESS,ok,14,5,0,low
2025-11-16 22:17:11,bob,user,10.0.0.5,SUCCESS,ok,22,6,25,low
2025-11-19 07:23:11,alice,user,192.168.1.10,SUCCESS,ok,7,2,0,low
2025-11-20 05:21:11,charlie,user,192.168.1.11,SUCCESS,ok,5,3,0,low
2025-11-18 13:51:11,bob,user,1.1.1.1,SUCCESS,ok,13,1,0,low
2025-11-20 19:17:11,bob,user,192.168.1.10,SUCCESS,ok,19,3,0,low
2025-11-19 23:49:11,alice,user,192.168.1.10,SUCCESS,ok,23,2,25,low
